id,title,price,city,zone,property_type,transaction_type,surface_m2,rooms,bathrooms,description,listing_url
698b9e70b1afddc99cbe6ce6,Les annonces des Locaux pour professionnels à vendre,7000.0,Tunis,Tunis,appartement,vente,75.0,1,1,,https://www.darcomtunisia.com/vente/pour_professionnels
698b9e71b1afddc99cbe6ce7,Les annonces des appartement à vendre,975000.0,Tunis,Tunis,appartement,vente,175.0,1,1,,https://www.darcomtunisia.com/vente/appartement
698b9e73b1afddc99cbe6ce8,Liste des duplex à vendre,620000.0,Tunis,Tunis,appartement,vente,250.0,1,1,,https://www.darcomtunisia.com/vente/duplex
698b9e74b1afddc99cbe6ce9,Duplex de 250 m avec jardin de 110m à Soukra Ariana,620000.0,Tunis,Tunis,appartement,vente,250.0,1,1,,https://www.darcomtunisia.com/bien/details/48707-duplex-de-250-m-avec-jardin-de-110m-a-soukra
698b9e76b1afddc99cbe6cea,Terrain à sidi salah Ariana,720.0,Tunis,Tunis,appartement,vente,1354.0,1,1,,https://www.darcomtunisia.com/bien/details/76700-terrain-a-sidi-salah
698b9e77b1afddc99cbe6ceb,A vendre S+3 superficie 185 m à Chotrana 1 Ariana,1560000.0,Tunis,Tunis,appartement,vente,185.0,1,1,,https://www.darcomtunisia.com/bien/details/128057-a-vendre-s3-superficie-185-m-a-chotrana-1
698b9e7ab1afddc99cbe6ced,A Vendre Villa de 2048 m à Soukra Ariana,2500000.0,Tunis,Tunis,appartement,vente,2048.0,1,1,,https://www.darcomtunisia.com/bien/details/78287-a-vendre-villa-de-2048-m-a-soukra
698b9e7cb1afddc99cbe6cee,Les annonces des bureaux à vendre,200000.0,Tunis,Tunis,appartement,vente,84.0,1,1,,https://www.darcomtunisia.com/vente/bureau
698b9e7db1afddc99cbe6cef,S+1 Sidi Salah Chotrana 1 Ariana,1100000.0,Tunis,Tunis,appartement,vente,46.0,1,1,,https://www.darcomtunisia.com/bien/details/71183-s1-sidi-salah-chotrana-1
698b9e862211a108c2dbcaa7,opportunité s+2 à Cité Wahat Tunis,240000.0,Tunis,Tunis,appartement,vente,100.0,1,1,,https://www.darcomtunisia.com/bien/details/128239-opportunite-s2-a-cite-wahat
698b9e882211a108c2dbcaa8,s+3 au Lac II Tunis,2750.0,Tunis,Tunis,appartement,vente,160.0,1,1,,https://www.darcomtunisia.com/bien/details/128899-s3-au-lac-ii
698b9e892211a108c2dbcaa9,Fonds de Commerce de 70 m à Sidi Bou Saïd Tunis,200000.0,Tunis,Tunis,appartement,vente,70.0,1,1,,https://www.darcomtunisia.com/bien/details/41247-fonds-de-commerce-de-70-m-a-sidi-bou-said
698b9e8b2211a108c2dbcaaa,Comparez des biens immobiliers,100000.0,Tunis,Tunis,appartement,vente,61.0,1,1,,https://www.darcomtunisia.com/biens/compare
698b9e8c2211a108c2dbcaab,à vendre locaux tout commerce aux Jardins de Carthage Tunis,7000.0,Tunis,Tunis,appartement,vente,75.0,1,1,,https://www.darcomtunisia.com/bien/details/83065-a-vendre-locaux-tout-commerce-aux-jardins-de-carthage
698b9e8e2211a108c2dbcaac,A vendre Terrain Zone industriel Chotrana Ariana,500.0,Tunis,Tunis,appartement,vente,8000.0,1,1,,https://www.darcomtunisia.com/bien/details/113093-a-vendre-terrain-zone-industriel-chotrana
698b9e8f2211a108c2dbcaad,"s+2 de 128,86 m aux Jardins de Carthage Tunis",545000.0,Tunis,Tunis,appartement,vente,86.0,1,1,,https://www.darcomtunisia.com/bien/details/61425-s2-de-12886-m-aux-jardins-de-carthage
698b9e912211a108c2dbcaae,S+2 aux jardins de Carthage Tunis,1700.0,Tunis,Tunis,appartement,vente,90.0,1,1,,https://www.darcomtunisia.com/bien/details/5293-s2-aux-jardins-de-carthage
698b9e922211a108c2dbcaaf,bureau de 155 m au Lac II Tunis,4600.0,Tunis,Tunis,appartement,vente,155.0,1,1,,https://www.darcomtunisia.com/bien/details/85869-bureau-de-155-m-au-lac-ii
698b9e942211a108c2dbcab0,Terrain de 808 m à Sidi Salah - Soukra Ariana,680.0,Tunis,Tunis,appartement,vente,808.0,1,1,,https://www.darcomtunisia.com/bien/details/47067-terrain-de-808-m-a-sidi-salah---soukra
698b9e962211a108c2dbcab1,villa indépendante à Soukra Parc Ariana,1790000.0,Tunis,Tunis,appartement,vente,771.0,1,1,,https://www.darcomtunisia.com/bien/details/61875-villa-independante-a-soukra-parc
698b9e972211a108c2dbcab2,s+3 de 175m +un grand jardin aux Jardins de Carthage Tunis,975000.0,Tunis,Tunis,appartement,vente,175.0,1,1,,https://www.darcomtunisia.com/bien/details/81466-s3-de-175m-un-grand-jardin-aux-jardins-de-carthage
698b9ea9b1afddc99cbe6cf1,les plus récentes.,400000.0,Tunis,Tunis,appartement,vente,150.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/6910
698b9eb2b1afddc99cbe6cf2,les plus récentes.,170000.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7936
698b9eb8b1afddc99cbe6cf3,les plus récentes.,900.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7972
698b9ebc2211a108c2dbcab3,les plus récentes.,1000.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7373
698b9ebeb1afddc99cbe6cf4,les plus récentes.,1700.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7986
698b9ec22211a108c2dbcab4,les plus récentes.,850.0,Tunis,Tunis,appartement,vente,435.0,3,1,,https://www.dahmenimmobilier.tn/biens/detail/7962
698b9ec4b1afddc99cbe6cf5,les plus récentes.,75000.0,Tunis,Tunis,appartement,vente,73.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7843
698b9ec82211a108c2dbcab5,les plus récentes.,1300.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7990
698b9ecab1afddc99cbe6cf6,les plus récentes.,280000.0,Tunis,Tunis,appartement,vente,52.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7628
698b9ece2211a108c2dbcab6,les plus récentes.,1200.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7989
698b9ed0b1afddc99cbe6cf7,les plus récentes.,1700000.0,Tunis,Tunis,appartement,vente,813.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7929
698b9ed42211a108c2dbcab7,les plus récentes.,5000.0,Tunis,Tunis,appartement,vente,280.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7595
698b9ed6b1afddc99cbe6cf8,les plus récentes.,3400.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7854
698b9eda2211a108c2dbcab8,les plus récentes.,1500.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7974
698b9edcb1afddc99cbe6cf9,les plus récentes.,4500.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7037
698b9ee02211a108c2dbcab9,les plus récentes.,1100.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7971
698b9ee2b1afddc99cbe6cfa,les plus récentes.,15000.0,Tunis,Tunis,appartement,vente,1173.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7596
698b9ee62211a108c2dbcaba,les plus récentes.,2000.0,Tunis,Tunis,appartement,vente,435.0,3,1,,https://www.dahmenimmobilier.tn/biens/detail/7651
698b9ee9b1afddc99cbe6cfb,les plus récentes.,250000.0,Tunis,Tunis,appartement,vente,91.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7554
698b9eec2211a108c2dbcabb,les plus récentes.,700000.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7945
698b9eefb1afddc99cbe6cfc,les plus récentes.,250000.0,Tunis,Tunis,appartement,vente,72.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7946
698b9ef22211a108c2dbcabc,les plus récentes.,1200.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7927
698b9ef5b1afddc99cbe6cfd,les plus récentes.,2600.0,Tunis,Tunis,appartement,vente,130.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7646
698b9ef92211a108c2dbcabd,les plus récentes.,6000.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7738
698b9efcb1afddc99cbe6cfe,les plus récentes.,600.0,Tunis,Tunis,appartement,vente,25.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7632
698b9eff2211a108c2dbcabe,les plus récentes.,750.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7833
698b9f02b1afddc99cbe6cff,les plus récentes.,6000000.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7888
698b9f052211a108c2dbcabf,les plus récentes.,80000.0,Tunis,Tunis,appartement,vente,840.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7935
698b9f08b1afddc99cbe6d00,les plus récentes.,15000.0,Tunis,Tunis,appartement,vente,1500.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7594
698b9f0b2211a108c2dbcac0,les plus récentes.,1200.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7988
698b9f112211a108c2dbcac1,les plus récentes.,1300.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7973
698b9f14b1afddc99cbe6d02,les plus récentes.,450.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7985
698b9f172211a108c2dbcac2,les plus récentes.,1000.0,Tunis,Tunis,appartement,vente,435.0,3,1,,https://www.dahmenimmobilier.tn/biens/detail/7299
698b9f1ab1afddc99cbe6d03,les plus récentes.,2500.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7964
698b9f1e2211a108c2dbcac3,les plus récentes.,640000.0,Tunis,Tunis,appartement,vente,172.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7910
698b9f21b1afddc99cbe6d04,les plus récentes.,480000.0,Tunis,Tunis,appartement,vente,570.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7883
698b9f242211a108c2dbcac4,les plus récentes.,1700000.0,Tunis,Tunis,appartement,vente,177.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7555
698b9f27b1afddc99cbe6d05,les plus récentes.,300000.0,Tunis,Tunis,appartement,vente,130.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7937
698b9f2a2211a108c2dbcac5,les plus récentes.,1100.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7959
698b9f2db1afddc99cbe6d06,les plus récentes.,2500.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7598
698b9f312211a108c2dbcac6,les plus récentes.,2500.0,Tunis,Tunis,appartement,vente,250.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7789
698b9f372211a108c2dbcac7,les plus récentes.,1500.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7821
698b9f3ab1afddc99cbe6d08,les plus récentes.,18500.0,Tunis,Tunis,appartement,vente,2800.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7474
698b9f40b1afddc99cbe6d09,les plus récentes.,20000.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7534
698b9f422211a108c2dbcac8,les plus récentes.,1600.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7834
698b9f47b1afddc99cbe6d0a,les plus récentes.,9000.0,Tunis,Tunis,appartement,vente,900.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7568
698b9f492211a108c2dbcac9,les plus récentes.,1400.0,Tunis,Tunis,appartement,vente,435.0,3,1,,https://www.dahmenimmobilier.tn/biens/detail/7760
698b9f4db1afddc99cbe6d0b,les plus récentes.,4500.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7599
698b9f4f2211a108c2dbcaca,les plus récentes.,2200000.0,Tunis,Tunis,appartement,vente,830.0,4,1,,https://www.dahmenimmobilier.tn/biens/detail/7640
698b9f552211a108c2dbcacb,les plus récentes.,2500.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7464
698b9f5ab1afddc99cbe6d0d,les plus récentes.,3000.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7523
698b9f5b2211a108c2dbcacc,les plus récentes.,4000.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7405
698b9f60b1afddc99cbe6d0e,les plus récentes.,90.0,Tunis,Tunis,appartement,vente,5000.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7477
698b9f622211a108c2dbcacd,les plus récentes.,1500.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7459
698b9f6ab1afddc99cbe6d0f,les plus récentes.,700.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7489
698b9f6b2211a108c2dbcace,les plus récentes.,3000.0,Tunis,Tunis,appartement,vente,435.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7860
698b9f70b1afddc99cbe6d10,les plus récentes.,2500.0,Tunis,Tunis,appartement,vente,35.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7684
698b9f76b1afddc99cbe6d11,les plus récentes.,650000.0,Tunis,Tunis,appartement,vente,238.0,2,1,,https://www.dahmenimmobilier.tn/biens/detail/7355
698b9f762211a108c2dbcad0,les plus récentes.,5000.0,Tunis,Tunis,appartement,vente,435.0,5,1,,https://www.dahmenimmobilier.tn/biens/detail/7941
698b9f7c2211a108c2dbcad1,les plus récentes.,1400.0,Tunis,Tunis,appartement,vente,435.0,3,1,,https://www.dahmenimmobilier.tn/biens/detail/7890
698b9f90b1afddc99cbe6d14,STUDIO NEUF AVEC JARDIN A AIN ZAGHOUAN,428000.0,Tunis,Tunis,appartement,vente,45.0,1,1,,https://colombusimmobilier.com/bien/details/124946-studio-neuf-avec-jardin-a-ain-zaghouan
698b9f94b1afddc99cbe6d15,Appartement S4 avec grande terrasse,630000.0,Tunis,Tunis,appartement,vente,165.0,4,1,,https://colombusimmobilier.com/bien/details/106789-appartement-s4-avec-grande-terrasse
698b9f98b1afddc99cbe6d16,Villa à Vendre M9,1400000.0,Tunis,Tunis,appartement,vente,550.0,1,1,,https://colombusimmobilier.com/bien/details/81433-villa-a-vendre-m9
698b9f982211a108c2dbcad2,A LOUER UN STUDIO A JARDINS DE CARTHAGE,1400.0,Tunis,Tunis,appartement,vente,60.0,1,1,,https://colombusimmobilier.com/bien/details/124943-a-louer-un-studio-a-jardins-de-carthage
698b9f9cb1afddc99cbe6d17,A VENDRE DUPLEX DE LUX ENNASR 2,890000.0,Tunis,Tunis,appartement,vente,209.0,1,1,,https://colombusimmobilier.com/bien/details/124945-a-vendre-duplex-de-lux-ennasr-2
698b9f9c2211a108c2dbcad3,Villa de Maitre Ennasr 2,8000.0,Tunis,Tunis,appartement,vente,750.0,1,1,,https://colombusimmobilier.com/bien/details/17465-villa-de-maitre-ennasr-2
698b9f9fb1afddc99cbe6d18,Bureau en Open espace Soukra,6500.0,Tunis,Tunis,appartement,vente,300.0,1,1,,https://colombusimmobilier.com/bien/details/124942-bureau-en-open-espace-soukra
698b9fa02211a108c2dbcad4,VILLA AVEC PISCINE MANAR 1,1260000.0,Tunis,Tunis,appartement,vente,451.0,1,1,,https://colombusimmobilier.com/bien/details/20746-villa-avec-piscine-manar-1
698b9fa3b1afddc99cbe6d19,A Louer un espace de bureau à la Soukra,4200.0,Tunis,Tunis,appartement,vente,160.0,1,1,,https://colombusimmobilier.com/bien/details/124941-a-louer-un-espace-de-bureau-a-la-soukra
698b9fa32211a108c2dbcad5,DUPLEX DE LUX A ENNASER 2,1400000.0,Tunis,Tunis,appartement,vente,350.0,1,1,,https://colombusimmobilier.com/bien/details/19556-duplex-de-lux-a-ennaser-2
698b9fa6b1afddc99cbe6d1a,Villa de Prestige à La Soukra,2200000.0,Tunis,Tunis,appartement,vente,400.0,1,1,,https://colombusimmobilier.com/bien/details/112386-villa-de-prestige-a-la-soukra
698b9fa72211a108c2dbcad6,Appartement S2 Ennasr 2,380000.0,Tunis,Tunis,appartement,vente,139.0,1,1,,https://colombusimmobilier.com/bien/details/76483-appartement-s2-ennasr-2
698b9faab1afddc99cbe6d1b,VILLA A VENDRE MANAR 3,1650000.0,Tunis,Tunis,appartement,vente,500.0,1,1,,https://colombusimmobilier.com/bien/details/106752-villa-a-vendre-manar-3
698b9fab2211a108c2dbcad7,Appartement A L'AOUINA,1250.0,Tunis,Tunis,appartement,vente,80.0,1,1,,https://colombusimmobilier.com/bien/details/81439-appartement-a-l-aouina
698b9faeb1afddc99cbe6d1c,Villa neuve avec vue panoramique à Borj El Amri,695000.0,Tunis,Tunis,appartement,vente,20.0,1,1,,https://colombusimmobilier.com/bien/details/103273-villa-neuve-avec-vue-panoramique-a-borj-el-amri
698b9fae2211a108c2dbcad8,Villa avec jardin M9,1450000.0,Tunis,Tunis,appartement,vente,600.0,1,1,,https://colombusimmobilier.com/bien/details/22122-villa-avec-jardin-m9
698b9fb1b1afddc99cbe6d1d,A VENDRE S4 ENNASR 2,720000.0,Tunis,Tunis,appartement,vente,220.0,1,1,,https://colombusimmobilier.com/bien/details/42522-a-vendre-s4-ennasr-2
698b9fb22211a108c2dbcad9,A LOUER UN APPARTEMENT S2 RIADH ANDALOUS,1400.0,Tunis,Tunis,appartement,vente,90.0,1,1,,https://colombusimmobilier.com/bien/details/124944-a-louer-un-appartement-s2-riadh-andalous
698b9fb5b1afddc99cbe6d1e,Villa avec piscine 3 Niveaux Menzah 8,1350000.0,Tunis,Tunis,appartement,vente,450.0,3,1,,https://colombusimmobilier.com/bien/details/17163-villa-avec-piscine-3-niveaux-menzah-8
698b9fb9b1afddc99cbe6d1f,Appartement de prestige,355000.0,Tunis,Tunis,appartement,vente,140.0,2,1,,https://colombusimmobilier.com/bien/details/17377-appartement-de-prestige
698b9fbcb1afddc99cbe6d20,Appartement spacieux standing Menzah 9 c,525000.0,Tunis,Tunis,appartement,vente,253.0,1,1,,https://colombusimmobilier.com/bien/details/17393-appartement-spacieux-standing-menzah-9-c
698ba0612211a108c2dbcada,A vendre fonds de commerce à La Marsa,410000.0,Tunis,Tunis,appartement,vente,70.0,1,1,A vendre fonds de commerce à La Marsa,https://www.expatries-tunisie.com/bien/details/6536-a-vendre-fonds-de-commerce-a-la-marsa
698ba06c2211a108c2dbcadd,A louer un appartement aux Berges du Lac 2,3500.0,Tunis,Tunis,appartement,vente,120.0,1,1,A vendre fonds de commerce à La Marsa,https://www.expatries-tunisie.com/bien/details/6532-a-louer-un-appartement-aux-berges-du-lac-2
698ba0782211a108c2dbcae0,A louer un local commercial aux Berges du Lac2,4000.0,Tunis,Tunis,appartement,vente,100.0,1,1,A vendre fonds de commerce à La Marsa,https://www.expatries-tunisie.com/bien/details/6528-a-louer-un-local-commercial-aux-berges-du-lac2
698ba07bb1afddc99cbe6d21,A louer un appartement à la Soukra,1300.0,Tunis,Tunis,appartement,vente,118.0,1,1,A vendre fonds de commerce à La Marsa,https://www.expatries-tunisie.com/bien/details/6526-a-louer-un-appartement-a-la-soukra
698ba07b2211a108c2dbcae1,A vendre une villa inachevée à Gammarth,200000.0,Tunis,Tunis,appartement,vente,80.0,1,1,A vendre fonds de commerce à La Marsa,https://www.expatries-tunisie.com/bien/details/6527-a-vendre-une-villa-inachevee-a-gammarth
698ba07f2211a108c2dbcae2,A louer un appartement à Rades,550.0,Tunis,Tunis,appartement,vente,90.0,1,1,A vendre fonds de commerce à La Marsa,https://www.expatries-tunisie.com/bien/details/6529-a-louer-un-appartement-a-rades
698ba0832211a108c2dbcae3,A vendre un étage de villa à Gammarth,680000.0,Tunis,Tunis,appartement,vente,450.0,1,1,A vendre fonds de commerce à La Marsa,https://www.expatries-tunisie.com/bien/details/6524-a-vendre-un-etage-de-villa-a-gammarth
698ba083b1afddc99cbe6d24,"VENTE TERRAIN CONSTRUCTIBLE LA SOUKRA La Soukra, La Soukra, Ariana",1000.0,Tunis,Tunis,appartement,vente,498.0,1,1,,https://www.immobilier.com.tn/annonce/24046/vente-terrain-constructible-la-soukra
698ba085b1afddc99cbe6d25,Location Villa en Tunisie,900.0,Tunis,Tunis,appartement,vente,700.0,1,1,"louer Duplex à Résidence Riadh Borj Touil, Raoued Duplex spacieux situé dans une résidence sécur...",https://www.immobilier.com.tn/annonces/particulier/location/2/villa/2
698ba086b1afddc99cbe6d26,"Location en gérance libre d'un local commercial à Menzah 6 Ariana, Ariana Ville, Ariana",3800.0,Tunis,Tunis,appartement,vente,220.0,1,1,,https://www.immobilier.com.tn/annonce/24790/location-en-gerance-libre-dun-local-commercial-a-menzah-6
698ba087b1afddc99cbe6d27,"A louer un bureau H+3 lac 2 Berges Du Lac 2, La Marsa, Tunis",1700.0,Tunis,Tunis,appartement,vente,100.0,1,1,,https://www.immobilier.com.tn/annonce/27073/a-louer-un-bureau-h3-lac-2
698ba0872211a108c2dbcae5,Location Duplex en Tunisie,1400.0,Tunis,Tunis,appartement,vente,100.0,1,1,On met à la location ce duplex S+2 haut standing d'une superficie totale de 100 m situé dans un qua...,https://www.immobilier.com.tn/annonces/particulier/location/2/duplex/5
698ba088b1afddc99cbe6d28,"duplex a vendre Lac 1 El Aouina, La Marsa, Tunis",790000.0,Tunis,Tunis,appartement,vente,220.0,1,1,,https://www.immobilier.com.tn/annonce/13435/duplex-a-vendre-lac-1
698ba0892211a108c2dbcae6,Location Appartement en Tunisie,1300.0,Tunis,Tunis,appartement,vente,73.0,1,1,"Louer : Superbe Appartement S+2 Meublé avec Vue Mer Découvrez ce charmant appartement S+2 meublé,...",https://www.immobilier.com.tn/annonces/particulier/location/2/appartement/3
698ba08ab1afddc99cbe6d29,Vente Duplex en Tunisie,260000.0,Tunis,Tunis,appartement,vente,141.0,1,1,Superficie totale : 141 m Surface couverte : 100 m Petit jardin Garage pour une voiture Trot...,https://www.immobilier.com.tn/annonces/particulier/vente/1/duplex/5
698ba08b2211a108c2dbcae8,Vente Fonds de commerce en Tunisie,35000.0,Tunis,Tunis,appartement,vente,490.0,1,1,"On met à la vente dans un emplacement stratégique et sur artère principale à Ennasser, un fonds de c...",https://www.immobilier.com.tn/annonces/particulier/vente/1/fonds-de-commerce/6
698ba08cb1afddc99cbe6d2b,Vente Local commercial en Tunisie,120000.0,Tunis,Tunis,appartement,vente,110.0,1,1,FOND DE COMMERCE A VENDRE AU COEUR DU CENTRE VILLE ET DANS LE CENTRE COMMERCIAL LAFAYETTE CHAMPION T...,https://www.immobilier.com.tn/annonces/particulier/vente/1/local-commercial/4
698ba08db1afddc99cbe6d2c,Location Appartement,3700.0,Tunis,Tunis,appartement,vente,206.0,1,1,,https://www.immobilier.com.tn/annonce/27350/location-appartement
698ba08e2211a108c2dbcaea,Location Local commercial en Tunisie,800.0,Tunis,Tunis,appartement,vente,75.0,1,1,"لوج لبروجيك بلاصة ""TOP"" فيها خدمة وVisibilité كبيرة؟ هوني البلاصة إلي تلوج عليها!",https://www.immobilier.com.tn/annonces/particulier/location/2/local-commercial/4
698ba08fb1afddc99cbe6d2d,Vente Entrepôt en Tunisie,10000000.0,Tunis,Tunis,appartement,vente,43.0,1,1,"Nous mettons à la vente, un fond de commerce à Marsa plage. Sa superficie est de 43m. Il est destin...",https://www.immobilier.com.tn/annonces/particulier/vente/1/entrepot/8
698ba090b1afddc99cbe6d2e,"S+2 170 m Carthage, Carthage, Tunis",1600.0,Tunis,Tunis,appartement,vente,170.0,1,1,,https://www.immobilier.com.tn/annonce/23238/s2-170-m2
698ba0902211a108c2dbcaeb,Vente Villa en Tunisie,670000.0,Tunis,Tunis,appartement,vente,750.0,5,1,Une villa clé en main avec piscine dans un cadre calme à Hammamet. vendre à Hammamet route Birb...,https://www.immobilier.com.tn/annonces/particulier/vente/1/villa/2/ariana
698ba0922211a108c2dbcaec,location d'un Appartement s3 à menzah 1 Tunis,1000.0,Tunis,Tunis,appartement,vente,110.0,1,1,,https://www.immobilier.com.tn/annonce/27404/location-dun-appartement-s3-a-menzah-1
