id,title,price,city,property_type,surface_m2,rooms,bathrooms,transaction_type,url
69922861b4db7c7155569b37,PROPOS DE CE BIEN,6000.0,Tunis,Appartement,800.0,1,1,vente,https://www.immo-dulac.com/bien/details/124471-depot-a-louer-a-oued-laarouk
69922863b4db7c7155569b38,PROPOS DE CE BIEN,1600.0,Tunis,Appartement,180.0,1,1,vente,https://www.immo-dulac.com/bien/details/121826-etage-de-villa-a-louer
69922865b4db7c7155569b39,PROPOS DE CE BIEN,180000.0,Tunis,Appartement,96.0,1,1,vente,https://www.immo-dulac.com/bien/details/120792-a-vendre-bureau-avec-vue-panaromique
69922868b4db7c7155569b3a,Liste des villas vendre,250000.0,Tunis,Appartement,1002.0,2,1,vente,https://www.immo-dulac.com/vente/villa
6992286ab4db7c7155569b3b,PROPOS DE CE BIEN,170000.0,Tunis,Appartement,180.0,1,1,vente,https://www.immo-dulac.com/bien/details/120491-maison-au-centre-de-hammam-sousse
6992286cb4db7c7155569b3c,PROPOS DE CE BIEN,400000.0,Tunis,Appartement,40.0,1,1,vente,https://www.immo-dulac.com/bien/details/120446-local-commercial
6992286fb4db7c7155569b3d,PROPOS DE CE BIEN,320000.0,Tunis,Appartement,174.0,2,1,vente,https://www.immo-dulac.com/bien/details/121177-maison-plain-pieds
69922871b4db7c7155569b3e,PROPOS DE CE BIEN,1000.0,Tunis,Appartement,80.0,2,1,vente,https://www.immo-dulac.com/bien/details/121309-bureaux-a-el-menchia-a-louer
69922873b4db7c7155569b3f,PROPOS DE CE BIEN,1050000.0,Tunis,Appartement,600.0,1,1,vente,https://www.immo-dulac.com/bien/details/121079-villa-avec-piscine-cote-mer
69922875b4db7c7155569b40,PROPOS DE CE BIEN,2800.0,Tunis,Appartement,130.0,1,1,vente,https://www.immo-dulac.com/bien/details/122784-local-commercial-neuf-proche-de-al-padrino
69922877b4db7c7155569b41,Liste locaux commerciaux et bureaux vendre,200000.0,Tunis,Appartement,200.0,1,1,vente,https://www.immo-dulac.com/vente/local-commercial-et-bureau
69922879b4db7c7155569b42,PROPOS DE CE BIEN,1500.0,Tunis,Appartement,200.0,1,1,vente,https://www.immo-dulac.com/bien/details/121394-etage-de-villa-s3-a-louer
699228e8b4db7c7155569b43,PROPOS DE CE BIEN,2200.0,Tunis,Appartement,156.0,3,1,vente,https://www.immobiliere-casabella.com/bien/details/76883-appartement-a-louer-a-tantana-chott-mariem
699228ebb4db7c7155569b44,PROPOS DE CE BIEN,3000000.0,Tunis,Appartement,3500.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/33464-une-propriete-a-vendre-a-hammam-sousse
699228eeb4db7c7155569b45,PROPOS DE CE BIEN,350000.0,Tunis,Appartement,160.0,3,1,vente,https://www.immobiliere-casabella.com/bien/details/50744-a-vendre-un-joli-etage-de-villa-a-hammam-sousse
699228f2b4db7c7155569b46,PROPOS DE CE BIEN,1200.0,Tunis,Appartement,140.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/69612-appartement
699228f5b4db7c7155569b47,PROPOS DE CE BIEN,1500.0,Tunis,Appartement,100.0,2,1,vente,https://www.immobiliere-casabella.com/bien/details/56330-un-appartement-neuf
699228f8b4db7c7155569b48,PROPOS DE CE BIEN,600000.0,Tunis,Appartement,450.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/69584-villa
699228fcb4db7c7155569b49,PROPOS DE CE BIEN,270000.0,Tunis,Appartement,54.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/57349-a-vendre-un-appartement-a-kantaoui
699228ffb4db7c7155569b4a,PROPOS DE CE BIEN,750000.0,Tunis,Appartement,370.0,4,1,vente,https://www.immobiliere-casabella.com/bien/details/57220-une-villa-a-vendre-a-bouhcina
69922902b4db7c7155569b4b,Liste des villas vendre,600000.0,Tunis,Appartement,450.0,3,1,vente,https://www.immobiliere-casabella.com/vente/villa
69922905b4db7c7155569b4c,PROPOS DE CE BIEN,1200000.0,Tunis,Appartement,200.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/35356-un-local-commercial-a-vendre-a-kantaoui
69922908b4db7c7155569b4d,PROPOS DE CE BIEN,1035300.0,Tunis,Appartement,1479.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/35146-un-beau-terrain-a-vendre-a-sidi-abdelhamid
6992290bb4db7c7155569b4e,PROPOS DE CE BIEN,900.0,Tunis,Appartement,180.0,3,1,vente,https://www.immobiliere-casabella.com/bien/details/71019-etage-de-villa-pour-la-location
